;;;;;;;;;
theta1;theta2;RFC;;1NN;;GNB;;SVM;
;;Mean;STD;Mean;STD;Mean;STD;Mean;STD
5.744626567;1.615676222;83.867;1.43664;93.863;0.85992;85.839;1.4495;85.718;1.31543
5.744626567;1.795195802;83.499;1.53177;93.614;0.88344;85.749;1.41447;85.392;1.21166
5.744626567;1.974715382;83.276;1.51689;93.514;0.91572;85.636;1.51487;85.138;1.24915
5.744626567;2.154234962;82.81;1.39883;93.465;0.90531;85.478;1.61545;84.968;1.24812
5.744626567;2.333754543;82.614;1.51132;93.456;0.85239;85.421;1.56907;84.881;1.33145
5.744626567;2.513274123;82.532;1.54671;93.364;0.89205;85.442;1.52997;84.854;1.28821
5.744626567;2.692793703;82.599;1.52744;93.481;0.86754;85.718;1.56902;85.115;1.31557
5.744626567;2.872313283;82.19;1.53003;93.467;0.95074;86.031;1.42308;85.078;1.29059
5.744626567;3.051832863;82.185;1.58599;93.318;0.92815;86.128;1.54389;84.954;1.18846
5.744626567;3.231352444;81.901;1.68939;93.721;0.89112;86.383;1.36633;84.786;1.29851
5.744626567;3.410872024;82.264;1.68445;93.904;0.86689;86.499;1.46504;84.618;1.2448
5.744626567;3.590391604;82.24;1.78088;93.761;0.86261;86.272;1.48354;84.565;1.176
5.744626567;3.769911184;82.408;1.65251;93.992;0.85383;85.881;1.54401;84.418;1.16032
5.744626567;3.949430765;81.864;1.80984;93.765;0.90243;85.432;1.64158;84.043;1.25291
5.744626567;4.128950345;82.769;1.51787;93.499;0.99627;85.478;1.72159;84.408;1.27212
5.744626567;4.308469925;82.929;1.66957;93.426;0.88673;85.624;1.63895;84.897;1.23363
5.744626567;4.487989505;83.642;1.62489;93.615;0.90512;85.714;1.60512;85.242;1.23675
5.744626567;4.667509085;83.524;1.51327;93.79;0.92719;85.903;1.48806;85.225;1.30093
5.744626567;4.847028666;83.682;1.47569;94.011;0.94939;85.871;1.44829;85.776;1.24662
5.744626567;5.026548246;83.953;1.4174;94.169;0.92816;85.957;1.55095;86.008;1.08202
5.744626567;5.206067826;84.058;1.39838;94.219;0.90241;85.914;1.51767;86.275;1.18933
5.744626567;5.385587406;84.301;1.37345;94.258;0.84693;86;1.39416;86.44;1.19196
5.744626567;5.565106986;84.3;1.63074;94.418;0.85633;86.004;1.48953;86.297;1.34589
5.744626567;5.744626567;84.783;1.46912;94.511;0.83645;86.024;1.50304;86.036;1.34018
5.744626567;5.924146147;85.124;1.46129;94.587;0.84539;86.474;1.40681;86.189;1.1784
5.744626567;6.103665727;85.344;1.44678;94.826;0.87475;86.858;1.47154;86.569;1.22072
5.744626567;6.283185307;85.031;1.51988;94.792;0.84972;86.789;1.41371;86.642;1.20799
5.924146147;0;85.333;1.41135;94.769;0.88087;86.728;1.44529;86.565;1.18632
5.924146147;0.17951958;85.007;1.3429;94.699;0.83381;86.764;1.53326;86.588;1.2284
5.924146147;0.35903916;84.931;1.60313;94.686;0.8814;86.438;1.39573;86.64;1.14643
5.924146147;0.538558741;84.874;1.60789;94.776;0.88626;86.372;1.49759;86.667;1.28635
5.924146147;0.718078321;84.665;1.49318;94.765;0.8966;86.36;1.41984;86.883;1.32321
5.924146147;0.897597901;84.649;1.57973;94.946;0.82587;86.05;1.49334;86.64;1.28361
5.924146147;1.077117481;84.328;1.4184;94.993;0.87166;86.014;1.45317;86.24;1.19771
5.924146147;1.256637061;84.361;1.49175;94.568;0.83539;85.926;1.46369;86.087;1.24846
5.924146147;1.436156642;83.931;1.62476;94.04;0.84256;85.886;1.41977;86.013;1.31047
5.924146147;1.615676222;83.825;1.53815;93.826;0.92741;85.743;1.39435;85.657;1.24472
5.924146147;1.795195802;83.319;1.50674;93.611;0.91245;85.629;1.50276;85.306;1.24583
5.924146147;1.974715382;83.261;1.40415;93.439;0.89991;85.581;1.48934;84.979;1.25314
5.924146147;2.154234962;82.91;1.45937;93.451;0.85603;85.465;1.57299;84.776;1.26989
5.924146147;2.333754543;82.911;1.55083;93.553;0.79911;85.499;1.47929;84.885;1.25371
5.924146147;2.513274123;82.826;1.57715;93.632;0.81659;85.735;1.43766;85.149;1.34375
5.924146147;2.692793703;82.45;1.48974;93.533;0.85104;85.665;1.47619;85.396;1.2909
5.924146147;2.872313283;82.09;1.80954;93.319;0.88791;86.067;1.43612;85.442;1.36116
5.924146147;3.051832863;81.593;1.77032;93.404;0.92452;86.392;1.42061;85.078;1.20878
5.924146147;3.231352444;81.617;1.79511;93.881;0.8895;86.483;1.46643;84.478;1.38306
5.924146147;3.410872024;81.938;1.62071;93.872;0.82922;86.422;1.58931;84.668;1.17833
5.924146147;3.590391604;82.097;1.56304;93.865;0.85821;86;1.49175;84.072;1.3714
5.924146147;3.769911184;81.904;1.74175;93.599;0.8969;85.493;1.51693;84.058;1.37023
5.924146147;3.949430765;82.157;1.72965;93.428;0.90136;85.119;1.44271;84.042;1.25131
5.924146147;4.128950345;82.19;1.69909;93.478;0.82517;85.387;1.68718;84.369;1.18885
5.924146147;4.308469925;82.944;1.6383;93.315;0.89314;85.512;1.62074;84.524;1.20237
5.924146147;4.487989505;83.211;1.61102;93.454;0.98555;85.743;1.56018;84.767;1.25844
5.924146147;4.667509085;83.625;1.42894;93.662;0.89206;85.786;1.49887;85.194;1.25308
5.924146147;4.847028666;83.517;1.47365;93.864;0.86789;86.09;1.44716;85.281;1.20024
5.924146147;5.026548246;84.078;1.6809;94.106;0.86118;86.057;1.42966;85.815;1.17485
5.924146147;5.206067826;84.292;1.48961;94.282;0.94507;86;1.52436;86.149;1.05644
5.924146147;5.385587406;84.136;1.42706;94.296;0.89349;85.999;1.58013;86.321;1.14623
5.924146147;5.565106986;84.19;1.65971;94.331;0.8549;85.982;1.40823;86.546;1.20212
5.924146147;5.744626567;84.264;1.52645;94.443;0.86814;85.946;1.50125;86.304;1.31247
5.924146147;5.924146147;84.875;1.53791;94.512;0.83714;86.022;1.50776;86.028;1.32811
5.924146147;6.103665727;85.076;1.40757;94.511;0.8708;86.485;1.4428;86.15;1.16585
5.924146147;6.283185307;85.19;1.33242;94.771;0.88222;86.715;1.43914;86.558;1.1699
6.103665727;0;85.224;1.54259;94.483;0.8804;86.464;1.41495;86.096;1.17931
6.103665727;0.17951958;85.171;1.52359;94.704;0.89853;86.81;1.47777;86.41;1.22465
6.103665727;0.35903916;85.037;1.56382;94.606;0.83373;86.638;1.43699;86.419;1.26176
6.103665727;0.538558741;84.81;1.54206;94.576;0.91717;86.421;1.40118;86.569;1.15412
6.103665727;0.718078321;84.522;1.53726;94.644;0.87474;86.235;1.47744;86.569;1.37836
6.103665727;0.897597901;84.275;1.39313;94.628;0.91115;86.142;1.46072;86.665;1.35678
6.103665727;1.077117481;84.006;1.41377;94.701;0.822;86.007;1.47083;86.36;1.07732
6.103665727;1.256637061;83.796;1.63642;94.728;0.87619;85.812;1.39518;86.176;1.18446
6.103665727;1.436156642;83.776;1.43004;94.413;0.87287;85.889;1.58114;85.917;1.24722
6.103665727;1.615676222;83.204;1.46134;93.819;0.89333;85.772;1.31121;85.721;1.2896
6.103665727;1.795195802;83.39;1.51103;93.604;0.9359;85.771;1.41808;85.365;1.30151
6.103665727;1.974715382;83.014;1.42461;93.468;0.93448;85.704;1.42363;85.103;1.26833
6.103665727;2.154234962;83.188;1.39213;93.556;0.88693;85.66;1.50659;84.957;1.31038
6.103665727;2.333754543;82.947;1.67424;93.689;0.849;85.707;1.5511;84.972;1.30008
6.103665727;2.513274123;83.003;1.73781;93.678;0.83229;85.861;1.48332;85.343;1.3334
6.103665727;2.692793703;82.656;1.42607;93.668;0.90397;85.847;1.50789;85.546;1.38126
6.103665727;2.872313283;82.281;1.68293;93.593;0.87768;86.086;1.34204;85.675;1.34357
6.103665727;3.051832863;81.201;1.58216;93.482;0.85216;86.194;1.31937;85.138;1.23892
6.103665727;3.231352444;81.179;1.78043;93.637;0.93225;86.394;1.58478;84.039;1.34524
6.103665727;3.410872024;81.143;1.75494;93.493;0.83087;86.147;1.63979;84.304;1.39506
6.103665727;3.590391604;81.643;1.72189;93.383;0.87258;85.711;1.4866;83.931;1.32513
6.103665727;3.769911184;82.249;1.59338;93.346;0.86225;85.608;1.5559;83.847;1.33702
6.103665727;3.949430765;82.465;1.46544;93.158;0.92851;85.319;1.58996;84.09;1.40015
6.103665727;4.128950345;82.592;1.59707;93.213;0.88097;85.062;1.66335;84.36;1.42872
6.103665727;4.308469925;82.881;1.94817;93.253;0.87559;85.25;1.75561;84.414;1.4117
6.103665727;4.487989505;83;1.6234;93.346;0.88543;85.329;1.69884;84.371;1.3209
6.103665727;4.667509085;83.281;1.60497;93.504;0.97477;85.736;1.70268;84.761;1.23151
6.103665727;4.847028666;83.658;1.6697;93.731;0.8956;85.971;1.59323;85.21;1.29911
6.103665727;5.026548246;83.858;1.52886;93.953;0.90404;86.15;1.3597;85.358;1.19059
6.103665727;5.206067826;84.385;1.49152;94.256;0.89095;86.169;1.37888;85.878;1.16317
6.103665727;5.385587406;84.376;1.46203;94.372;0.90256;86.067;1.50063;86.215;1.13607
6.103665727;5.565106986;84.229;1.45142;94.397;0.89908;86.168;1.59342;86.422;1.07226
6.103665727;5.744626567;84.282;1.53973;94.361;0.85572;86.036;1.43189;86.633;1.17591
6.103665727;5.924146147;84.436;1.4079;94.467;0.88251;85.965;1.48713;86.357;1.35313
6.103665727;6.103665727;84.631;1.39985;94.512;0.83714;86.022;1.50597;85.987;1.33751
6.103665727;6.283185307;85.061;1.42783;94.483;0.87843;86.461;1.41823;86.118;1.15543
6.283185307;0;84.55;1.62662;94.512;0.83714;86.022;1.50559;85.997;1.33743
6.283185307;0.17951958;84.844;1.4914;94.451;0.89114;86.418;1.40742;86.05;1.22243
6.283185307;0.35903916;85.19;1.5565;94.642;0.92404;86.76;1.41545;86.315;1.20513
6.283185307;0.538558741;84.66;1.44008;94.474;0.83571;86.499;1.42092;86.207;1.22281
6.283185307;0.718078321;84.569;1.4529;94.483;0.9379;86.403;1.43634;86.428;1.13789
6.283185307;0.897597901;84.457;1.42983;94.542;0.94434;86.157;1.40217;86.4;1.33906
6.283185307;1.077117481;84.157;1.53147;94.553;0.86615;86.039;1.49426;86.49;1.29217
6.283185307;1.256637061;83.711;1.55594;94.531;0.80813;85.842;1.49779;86.064;1.1418
6.283185307;1.436156642;83.461;1.64015;94.456;0.86372;85.869;1.53265;85.853;1.18178
6.283185307;1.615676222;83.165;1.66392;94.289;0.82339;85.865;1.51215;85.708;1.16906
6.283185307;1.795195802;82.968;1.61047;93.682;0.90534;85.796;1.51673;85.513;1.20212
6.283185307;1.974715382;83.188;1.6219;93.696;0.90179;85.981;1.47456;85.503;1.25612
6.283185307;2.154234962;82.918;1.59032;93.514;0.93221;85.951;1.43094;85.219;1.21719
6.283185307;2.333754543;82.842;1.58095;93.631;0.89903;85.872;1.51128;85.16;1.42107
6.283185307;2.513274123;83.003;1.66363;93.729;0.84537;86.015;1.4689;85.228;1.2954
6.283185307;2.692793703;82.408;1.61305;93.789;0.83428;86.078;1.34588;85.449;1.27519
6.283185307;2.872313283;82.164;1.75761;93.824;0.8415;86.165;1.53394;85.585;1.31399
6.283185307;3.051832863;81.067;1.52902;93.399;0.83251;85.985;1.47498;83.972;1.19105
6.283185307;3.231352444;80.543;1.6098;93.271;0.96072;85.815;1.5024;83.182;1.31939
6.283185307;3.410872024;81.281;1.68183;93.231;0.87149;85.999;1.53592;84.45;1.32825
6.283185307;3.590391604;81.535;1.57115;93.118;0.87585;85.565;1.47814;84.442;1.32927
6.283185307;3.769911184;81.862;1.44165;93.131;0.93054;85.399;1.60903;84.2;1.41995
6.283185307;3.949430765;81.928;1.67846;93.2;0.88124;85.34;1.58824;84.315;1.41111
6.283185307;4.128950345;82.197;1.60612;93.224;0.93341;85.233;1.71311;84.215;1.28851
6.283185307;4.308469925;82.493;1.78334;93.329;0.9968;85.165;1.607;84.474;1.25082
6.283185307;4.487989505;82.69;1.47963;93.314;0.96085;85.181;1.78217;84.419;1.23672
6.283185307;4.667509085;83.126;1.41237;93.457;0.9325;85.197;1.58189;84.474;1.21721
6.283185307;4.847028666;83.492;1.33189;93.61;0.88399;85.642;1.68803;84.878;1.28834
6.283185307;5.026548246;83.911;1.75492;93.825;0.90915;86.015;1.58549;85.274;1.24404
6.283185307;5.206067826;84.047;1.43036;94.122;0.89557;86.111;1.50449;85.526;1.2161
6.283185307;5.385587406;84.439;1.49393;94.46;0.93786;86.349;1.42187;85.95;1.15348
6.283185307;5.565106986;84.435;1.48127;94.537;0.8839;86.264;1.56698;86.444;1.21969
6.283185307;5.744626567;84.435;1.44741;94.51;0.87322;86.179;1.59129;86.488;1.13146
6.283185307;5.924146147;84.501;1.25479;94.424;0.86767;86.089;1.40542;86.726;1.194
6.283185307;6.103665727;84.558;1.39379;94.5;0.8878;85.994;1.46522;86.456;1.33557
6.283185307;6.283185307;84.697;1.58301;94.511;0.83645;86.022;1.50559;86.025;1.33807
